OBJECTID,Status,Address,YearBuilt,BuildingName,ArchitecturalStyle,DesignationPart,HeritageConservationDistrict,ByLaw,ShapeSTArea,ShapeSTLength
8060,Designated Heritage Property,419 Dufferin Ave,1881c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,524.00035536,111.154266813619
8061,Designated Heritage Property,484 Waterloo St,1875c,338690 Ont.ltd.,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,842.35919768,119.429861670282
8062,Listed Heritage Property,100 Cheapside St,1899,Sorority House,Shingle, , , ,1259.24173464,146.68875882476
8063,Listed Heritage Property,1379 Western Rd,1930c,Cronyn House, , , , ,4023.37641792,348.297019813963
8064,Designated Heritage Property,512 Colborne St,1913c, ,Edwardian,IV And V,West Woodfield Heritage Conservation District,LSP3313300,963.51831674,139.795994718666
8065,Listed Heritage Property,328 St George St,1895,Webster Property,Queen Anne Cottage, , , ,664.95640536,103.835539539565
8066,Listed Heritage Property,1006 Gainsborough Rd,1890, ,Ontario Farmhouse, , , ,12113.50310744,549.129519424486
8067,Designated Heritage Property,369 Dufferin Ave,1913, ,Eclectic,V,West Woodfield Heritage Conservation District,LSP3400254,696.16221286,121.867214509527
8068,Listed Heritage Property,381 St George St,1931,Terry Property,Tudor Revival, , , ,3344.7467524,238.214083471815
8069,Listed Heritage Property,199 Victoria St,1906, ,Late Victorian, , , ,544.046488,110.607793261775
8070,Listed Heritage Property,330 St George St,1903, ,Vernacular, , , ,325.80425752,95.6652488471065
8071,Listed Heritage Property,526 Dundas St,1888c,Needham Funeral Ltd.,High Victorian, , , ,1279.70173896,144.533241247888
8072,Designated Heritage Property,467-469 Dufferin Ave,1874, ,Vernacular,V,East Woodfield Heritage Conservation District,LSP317968,390.87213128,87.0760140394866
8073,Designated Heritage Property,343 Princess Ave,1885c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,178.15152608,66.4404047320185
8074,Designated Heritage Property,482 William St,1951c, , ,V,East Woodfield Heritage Conservation District,LSP317968,323.36401776,75.2809581145378
8075,Designated Heritage Property,375 St George St,1930,Sweeney Property, ,IV, ,LSP3239546,1393.76264496,189.328655561512
8076,Designated Heritage Property,455 Waterloo St,1897c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,478.025424805,112.006100061174
8077,Designated Heritage Property,353 Dufferin Ave,1897c, ,Vernacular,V,West Woodfield Heritage Conservation District,LSP3400254,240.17044252,66.7217761872526
8078,Designated Heritage Property,463 Dufferin Ave,1874, ,Vernacular,V,East Woodfield Heritage Conservation District,LSP317968,154.45621472,72.0423482587912
8079,Listed Heritage Property,1177 Richmond St,1931, ,Tudor Revival, , , ,1618.8417836,173.019301953491
8080,Designated Heritage Property,531 Dufferin Ave,1900c, , ,V,East Woodfield Heritage Conservation District,LSP317968,1149.84734994,136.041887099851
8081,Designated Heritage Property,470 Dufferin Ave,1894c, ,Vernacular,V,East Woodfield Heritage Conservation District,LSP317968,205.887362,84.3321851909557
8082,Designated Heritage Property,380-382 Queens Ave,1902c,756801 Ont. Ltd.,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,1404.45073576,157.822047667259
8083,Designated Heritage Property,255 Dufferin Ave,1927c,London Life,Neo-classical,V,Downtown Heritage Conservation District,LSP3419124,19054.19599865,557.014001094345
8084,Listed Heritage Property,533 Queens Ave,1893,598290 Ont.ltd.,Queen Anne, , , ,1064.2097244,133.804249291305
8085,Designated Heritage Property,300 Princess Ave,1893c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,753.21110428,124.469461824005
8086,Listed Heritage Property,71 Fanshawe Park Rd W, ,Labatt Estate,Eclectic, , , ,11662.13801328,674.493078295556
8087,Designated Heritage Property,234 Dundas St,1870c, ,Italianate,V,Downtown Heritage Conservation District,LSP3419124,380.4413339,131.715474417499
8088,Designated Heritage Property,468 Dufferin Ave,1881c, ,Vernacular,V,East Woodfield Heritage Conservation District,LSP317968,226.77994896,85.4533472402076
8089,Listed Heritage Property,"672-674 Dundas St, 425 Elizabeth St",1880c, ,Late Victorian, , , ,291.96134496,96.2169333873008
8090,Designated Heritage Property,508 Waterloo St,1893,Dolezel Property,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,395.80840996,94.7204655958852
8091,Listed Heritage Property,929 Richmond St,1919,Girvan Property,Edwardian, , , ,1192.02694584,139.380599890994
8092,Designated Heritage Property,262 Dundas St,1920, , ,V,Downtown Heritage Conservation District,LSP3419124,145.01498158,76.8215248761855
8093,Designated Heritage Property,564 Queens Ave,1935c, , ,V,East Woodfield Heritage Conservation District,LSP317968,911.42433464,177.181807004721
8094,Designated Heritage Property,299 Wolfe St,1893c,Mitches Property,High Victorian,V,West Woodfield Heritage Conservation District,LSP3400254,694.84334652,121.885899236871
8095,Listed Heritage Property,191 Cheapside St,1909, ,Queen Anne, , , ,1153.42300816,140.820748467009
8096,Designated Heritage Property,466 Queens Ave,1870c, ,Eclectic,V,West Woodfield Heritage Conservation District,LSP3400254,374.23270792,85.7254364074759
8097,Designated Heritage Property,511 Maitland St,1880c,Mohr Property, ,IV And V,West Woodfield Heritage Conservation District,LSP3126277,283.84580136,90.5662291400673
8098,Designated Heritage Property,471 Maitland St,1850, ,Ontario Farmhouse,IV And V,West Woodfield Heritage Conservation District,LSP 3338217,479.19815444,102.220942789244
8099,Designated Heritage Property,252-254 Dundas St,1890c, ,Red Brick Commercial,V,Downtown Heritage Conservation District,LSP3419124,676.23215006,142.318739058618
8100,Listed Heritage Property,320 St George St,1901, ,Queen Anne, , , ,988.1914004,143.511836838298
8101,Designated Heritage Property,1061 Richmond St,1911c,Robinson Unite Churc,Romanesque Revival,IV, ,LSP343346,899.17525322,141.610086011323
8102,Designated Heritage Property,484 Dufferin Ave,1870c, ,Side-hall Plan (shp) Cottage,V,East Woodfield Heritage Conservation District,LSP317968,446.4924204,97.6476995769429
8103,Listed Heritage Property,428 St George St,1913c,Brown Property, , , , ,1095.57949288,142.443254067604
8104,Designated Heritage Property,345 Princess Ave,1885c, ,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,178.16146928,66.4411539956426
8105,Designated Heritage Property,469 Waterloo St,1885c, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,534.98579424,113.964460787112
8106,Designated Heritage Property,549 Waterloo St,1914c,Morgan Property, ,IV And V,West Woodfield Heritage Conservation District,LSP3356164,199.27953568,57.0203268705106
8107,Designated Heritage Property,300 Dundas St,1927,Wyatt Building,Art Deco,V,Downtown Heritage Conservation District,LSP3419124,1208.75892338,179.647850259135
8108,Listed Heritage Property,369 St George St,1923,Duffield Property,Tudor Revival, , , ,3559.03292792,253.965257608073
8109,Listed Heritage Property,670 Dundas St,1880c, ,Late Victorian, , , ,279.375294,95.5930675237556
8110,Listed Heritage Property,188 Broughdale Ave,1908, , , , , ,463.74658928,116.959739703256
8111,Listed Heritage Property,160 Broughdale Ave,1937, , , , , ,463.1690728,116.840820236071
8112,Listed Heritage Property,"1285 Western Rd, 271 Ramsay Rd",1924,Brescia College,Collegiate Gothic, , , ,173913.0416656,2206.82578942066
8113,Designated Heritage Property,370 Dufferin Ave,1863c, ,Italianate,IV And V,West Woodfield Heritage Conservation District,LSP2784277,638.90372556,144.277513877051
8114,Listed Heritage Property,101 Cheapside St,1886, ,Queen Anne, , , ,1072.02302848,137.161195763576
8115,Designated Heritage Property,375 Princess Ave,1875c, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,758.07333018,146.355673535278
8116,Listed Heritage Property,197 Sherwood Ave,1907, , , , , ,736.98465368,127.175995470871
8117,Designated Heritage Property,504 Colborne St,1872c, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,1360.56542344,158.579190811795
8118,Listed Heritage Property,931 Richmond St,1919,Soumalis Property, , , , ,544.75345784,96.4287069114744
8119,Designated Heritage Property,469 Colborne St,1876, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,938.89648396,185.353768281233
8120,Designated Heritage Property,371 Princess Ave,1875c, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,792.87844688,147.244813220272
8121,Designated Heritage Property,"464-466 Dufferin Ave, 499 Maitland St",1888,Fitzgerald Corners,High Victorian,V,East Woodfield Heritage Conservation District,LSP317968,303.43083552,78.2379586445846
8122,Designated Heritage Property,355 Dufferin Ave,1897, ,Vernacular,V,West Woodfield Heritage Conservation District,LSP3400254,240.17930472,66.7228043541881
8123,Listed Heritage Property,180 Cheapside St,1928, ,Georgian Revival, , , ,2155.34095688,189.300785234088
8124,Designated Heritage Property,516 Waterloo St,1893c,Christopher Property,Romanesque Revival,V,West Woodfield Heritage Conservation District,LSP3400254,239.14306872,86.1181658149625
8125,Listed Heritage Property,191 Sherwood Ave,1914, ,Late Victorian, , , ,1370.9918156,153.411623754707
8126,Designated Heritage Property,274-280 Dundas St,1890c,Rex Cigar Factory,Romanesque Revival,V,Downtown Heritage Conservation District,LSP3419124,793.6363906,113.701798624266
8127,Listed Heritage Property,196 Broughdale Ave,1939,Campbell Property,Arts And Crafts, , , ,460.0374902,98.8500418435767
8128,Designated Heritage Property,462 Maitland St,1877,Kovach Property,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,466.92584112,101.007437378337
8129,Designated Heritage Property,468 Colborne St,1903,Shrinrs Mocha Mosque,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,3221.18359064,337.213991343817
8130,Listed Heritage Property,1165 Gainsborough Rd,1870c, ,Ontario Farmhouse, , , ,8253.0002776,526.674371633946
8131,Designated Heritage Property,502 Waterloo St,1902c,Bain Property,Queen Anne,V,West Woodfield Heritage Conservation District,LSP3400254,452.60111608,86.5412926580936
8132,Designated Heritage Property,"308 Queens Ave, 22 Picton Ave",1881c, ,Second Empire,IV And V,West Woodfield Heritage Conservation District,LSP3287232,3005.15486556,223.048005223898
8133,Designated Heritage Property,566 Queens Ave,1935c, ,Georgian Revival,V,East Woodfield Heritage Conservation District,LSP317968,1003.32519232,179.358740057487
8134,Listed Heritage Property,438 St George St,1919, , , , , ,1476.44163272,158.081855915469
8135,Designated Heritage Property,480 William St,1875c, ,Italianate,V,East Woodfield Heritage Conservation District,LSP317968,686.040044,114.751101809213
8136,Listed Heritage Property,1965 Sunningdale Rd W,1875c, ,Ontario Farmhouse, , , ,4073.97415008,262.623619964464
8137,Designated Heritage Property,504 Waterloo St,1893c,Elwood Property,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,412.41626026,95.4817847483916
8138,Listed Heritage Property,1744 Sunningdale Rd W,1870c, , , , , ,8374.33128208,390.246830325713
8139,Designated Heritage Property,1603 Richmond St,1844c, Lake Property, ,IV, ,LSP27890353,2751.93659232,210.585101489631
8140,Designated Heritage Property,350 Queens Ave,1868c,First St. Andrews,Gothic Revival,V,West Woodfield Heritage Conservation District,LSP3400254,5200.67761448,391.184127047163
8141,Designated Heritage Property,286 Dundas St,1885c, ,Italianate,V,Downtown Heritage Conservation District,LSP3419124,94.99997042,56.6868784542335
8142,Designated Heritage Property,532 Waterloo St,1875c, ,Vernacular,IV And V,West Woodfield Heritage Conservation District,LSP327753,885.83013944,140.264759203477
8143,Designated Heritage Property,546 Queens Ave,1885c, ,Queen Anne,V,East Woodfield Heritage Conservation District,LSP317968,1155.39271096,165.897561727008
8144,Listed Heritage Property,1151 Richmond St,1939,Hume Cronyn Observatory,Collegiate Gothic, , , ,653137.98004061,3525.71767743807
8145,Listed Heritage Property,1834 Fanshawe Park Rd W,1878p, ,Ontario Farmhouse, , , ,8015.9056368,476.911617271387
8146,Designated Heritage Property,"460 Wellington St, 280 Queens Ave",1914c,Hayman Court, ,V,West Woodfield Heritage Conservation District,LSP3400254,2938.47119668,276.853494669254
8147,Designated Heritage Property,501 Colborne St,1902c, ,Late Victorian,IV And V,West Woodfield Heritage Conservation District,LSP3141117,374.91114266,95.9984846435405
8148,Designated Heritage Property,476 Dufferin Ave,1877,Wright Property, ,V,East Woodfield Heritage Conservation District,LSP317968,456.308231105,98.1083758308167
8149,Designated Heritage Property,478 Waterloo St,1876c,643291 Ont. Inc.,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,1322.71347448,161.473171482013
8150,Designated Heritage Property,228-230 Dundas St,1909c,Ontario Furniture, ,V,Downtown Heritage Conservation District,LSP3419124,899.25669608,192.664289174486
8151,Designated Heritage Property,348 Dufferin Ave,1881c, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,648.42257664,116.013543982721
8152,Listed Heritage Property,1035 Sunningdale Rd W,1850, ,Georgian, , , ,214349.53449856,2038.85955475751
8153,Designated Heritage Property,220 Dundas St,1931,Canada Trust,Art Deco,V,Downtown Heritage Conservation District,LSP3419124,939.70189488,134.185387380641
8154,Designated Heritage Property,379 Dufferin Ave,1881c, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,846.42208798,124.40281323117
8155,Designated Heritage Property,32 Grosvenor St,1908, ,Queen Anne,IV, ,LSP3145190,855.3789272,136.728668992781
8156,Listed Heritage Property,520-526 Dundas St,1870c,Needham Funeral Ltd,Italianate, , , ,6524.60946224,380.946534924108
8157,Designated Heritage Property,474 Maitland St,1880c, ,Italianate,V,West Woodfield Heritage Conservation District,LSP3400254,751.42203616,128.855165643569
8158,Listed Heritage Property,196 Sherwood Ave,1915c, ,Eclectic, , , ,742.33473296,127.929073951433
8159,Designated Heritage Property,22 Peter St,1870c, ,Ontario Farmhouse,IV And V,East Woodfield Heritage Conservation District,LSP2850348,973.36313592,135.370767342353
